MovieName,Genre,Rating,Director,Actor,PeopleVote,Year,Hero_Rating,movie_rating,content_rating,link
Kaithi,Action,8.5,Lokesh Kanagaraj,Karthi,7603,2019.0,9.0,8.0,8.5,https://www.imdb.com/find/?q=Kaithi
Bigil,Action,6.8,Atlee Kumar,Joseph Vijay,9299,2019.0,9.0,9.0,8.266666667,https://www.imdb.com/find/?q=Bigil
100% Kadhal,Comedy,4.6,M.M. Chandramouli,G.V. Prakash Kumar,76,2019.0,5.0,8.0,5.866666667,https://www.imdb.com/find/?q=100%Kadhal
Asuran,Action,8.6,Vetrimaaran,Dhanush,7792,2019.0,10.0,7.0,8.533333333,https://www.imdb.com/find/?q=Asuran
Kaappaan,Action,6.4,K.V. Anand,Suriya,3399,2019.0,8.0,8.0,7.466666667,https://www.imdb.com/find/?q=Kaappaan
Magamuni,Crime,7.9,Santha Kumar,Arya,1275,2019.0,9.0,9.0,8.633333333,https://www.imdb.com/find/?q=Magamuni
Saaho,Action,5.2,Sujeeth,Prabhas,14432,2019.0,1.0,8.0,4.733333333,https://www.imdb.com/find/?q=Saaho
Sixer,Comedy,5.7,Chachi,Vaibhav Reddy,219,2019.0,4.0,7.0,5.566666667,https://www.imdb.com/find/?q=Sixer
Bakrid,Drama,7.4,Jagadeesan Subu,Vikranth,222,2019.0,5.0,8.0,6.8,https://www.imdb.com/find/?q=Bakrid
Kennedy Club,Drama,5.4,Suseenthiran,M. Sasikumar,101,2019.0,2.0,8.0,5.133333333,https://www.imdb.com/find/?q=KennedyClub
Comali,Comedy,6.9,Pradeep Ranganathan,Jayam Ravi,1793,2019.0,10.0,9.0,8.633333333,https://www.imdb.com/find/?q=Comali
Nerkonda Paarvai,Action,8.2,H. Vinoth,Ajith Kumar,4876,2019.0,4.0,9.0,7.066666667,https://www.imdb.com/find/?q=NerkondaPaarvai
Jackpot,Action,5.2,Kalyaan,Jyotika,321,2019.0,7.0,8.0,6.733333333,https://www.imdb.com/find/?q=Jackpot
A1,Comedy,5.0,K. Johnson,Santhanam,347,2019.0,8.0,8.0,7.0,https://www.imdb.com/find/?q=A1
Aame,Drama,6.3,Rathna Kumar,Amala Paul,998,2019.0,9.0,9.0,8.1,https://www.imdb.com/find/?q=Aame
Kadaram Kondan,Action,5.7,Rajesh M. Selva,Vikram,1303,2019.0,8.0,8.0,7.233333333,https://www.imdb.com/find/?q=KadaramKondan
Sivappu Manjal Pachai,Action,7.1,Sasi,Siddharth,998,2019.0,10.0,9.0,8.7,https://www.imdb.com/find/?q=SivappuManjalPachai
Gurkha,Action,4.7,Sam Anton,Yogi Babu,194,2019.0,5.0,8.0,5.9,https://www.imdb.com/find/?q=Gurkha
Vennila Kabaddi Kuzhu 2,Action,5.1,Selva Sekaran,Appukutty,89,2019.0,9.0,9.0,7.7,https://www.imdb.com/find/?q=VennilaKabaddiKuzhu2
Bodhai Yeri Budhi Maari,Drama,6.6,Chandru,Charlie,43,2019.0,6.0,9.0,7.2,https://www.imdb.com/find/?q=BodhaiYeriBudhiMaari
Kalavani 2,Comedy,4.0,A. Sarkunam,Vimal,68,2019.0,5.0,10.0,6.333333333,https://www.imdb.com/find/?q=Kalavani2
Raatchasi,Drama,7.3,Sy Gowthamraj,Jyotika,729,2019.0,10.0,9.0,8.766666667,https://www.imdb.com/find/?q=Raatchasi
Jiivi,Drama,7.9,V.J. Gopinath,Vetri,997,2019.0,5.0,9.0,7.3,https://www.imdb.com/find/?q=Jiivi
Dharma Prabhu,Drama,4.6,S. Muthukumaran,Yogi Babu,153,2019.0,8.0,8.0,6.866666667,https://www.imdb.com/find/?q=DharmaPrabhu
House Owner,Drama,6.4,Lakshmi Ramakrishnan,Lovelyn Chandrasekhar,100,2019.0,5.0,7.0,6.133333333,https://www.imdb.com/find/?q=HouseOwner
Sindhubaadh,Action,5.1,S.U. Arun Kumar,Vijay Sethupathi,311,2019.0,9.0,8.0,7.366666667,https://www.imdb.com/find/?q=Sindhubaadh
Thumbaa,Adventure,5.8,Harish Ram L.H.,Kpy Bala,57,2019.0,8.0,9.0,7.6,https://www.imdb.com/find/?q=Thumbaa
Game Over,Drama,7.1,Ashwin Saravanan,Taapsee Pannu,5370,2019.0,9.0,9.0,8.366666667,https://www.imdb.com/find/?q=GameOver
Kolaigaran,Action,7.1,Andrew Louis,Vijay Antony,1080,2019.0,10.0,9.0,8.7,https://www.imdb.com/find/?q=Kolaigaran
NGK,Action,6.0,K. Selvaraghavan,Suriya,3093,2019.0,9.0,9.0,8.0,https://www.imdb.com/find/?q=NGK
Devi 2,Comedy,3.8,A.L. Vijay,Prabhu Deva,269,2019.0,5.0,7.0,5.266666667,https://www.imdb.com/find/?q=Devi2
Neeya 2,Horror,3.0,Suresh,Jai,78,2019.0,9.0,7.0,6.333333333,https://www.imdb.com/find/?q=Neeya2
Ayogya,Action,6.1,Venkat Mohan,Vishal,824,2019.0,8.0,9.0,7.7,https://www.imdb.com/find/?q=Ayogya
Kee,Action,5.1,Kalees,Jiiva,566,2019.0,7.0,8.0,6.7,https://www.imdb.com/find/?q=Kee
K-13,Action,6.1,Barath Neelakantan,Arulnithi,359,2019.0,8.0,6.0,6.7,https://www.imdb.com/find/?q=K-13
Mr. Local,Action,3.1,M. Rajesh,Sivakarthikeyan,750,2019.0,9.0,8.0,6.7,https://www.imdb.com/find/?q=Mr.Local
100,Action,6.5,Sam Anton,Atharvaa Murali,809,2019.0,5.0,9.0,6.833333333,https://www.imdb.com/find/?q=100
Vellai Pookal,Crime,7.2,Vivek Elangovan,Vivek,1229,2019.0,4.0,9.0,6.733333333,https://www.imdb.com/find/?q=VellaiPookal
Mehandi Circus,Drama,7.5,Raju Saravanan,Madhampatty Rangaraj,343,2019.0,7.0,8.0,7.5,https://www.imdb.com/find/?q=MehandiCircus
Kanchana 3,Action,4.2,Lawrence Raghavendra,Lawrence Raghavendra,1031,2019.0,8.0,8.0,6.733333333,https://www.imdb.com/find/?q=Kanchana3
Watchman,Thriller,5.1,A.L. Vijay,G.V. Prakash Kumar,234,2019.0,9.0,8.0,7.366666667,https://www.imdb.com/find/?q=Watchman
Gangs Of Madras,Action,5.5,C.V. Kumar,Daniel Balaji,4541,2019.0,8.0,9.0,7.5,https://www.imdb.com/find/?q=GangsOfMadras
Uriyadi 2,Action,7.2,Vijay Kumar,Vijay Kumar,622,2019.0,7.0,9.0,7.733333333,https://www.imdb.com/find/?q=Uriyadi2
Kuppathu Raja,Comedy,4.9,Baba Bhaskar,G.V. Prakash Kumar,105,2019.0,9.0,8.0,7.3,https://www.imdb.com/find/?q=KuppathuRaja
Natpe Thunai,Comedy,6.5,Parthiban Desingu,Hiphop Tamizha Adhi,671,2019.0,9.0,8.0,7.833333333,https://www.imdb.com/find/?q=NatpeThunai
Super Deluxe,Action,8.4,Thiagarajan Kumararaja,Vijay Sethupathi,7412,2019.0,7.0,8.0,7.8,https://www.imdb.com/find/?q=SuperDeluxe
Airaa,Drama,4.6,Sarjun,Nayanthara,548,2019.0,10.0,8.0,7.533333333,https://www.imdb.com/find/?q=Airaa
Agni Devi,Crime,5.3,Jpr,Sathish Krishnan,66,2019.0,9.0,8.0,7.433333333,https://www.imdb.com/find/?q=AgniDevi
Nedunalvaadai,Drama,7.3,Selvakannan,Elvis Alexander,33890,2019.0,8.0,7.0,7.433333333,https://www.imdb.com/find/?q=Nedunalvaadai
Ispade Rajavum Idhaya Raniyum,Drama,6.5,Ranjit Jeyakodi,Harish Kalyan,367,2019.0,7.0,7.0,6.833333333,https://www.imdb.com/find/?q=IspadeRajavumIdhayaRaniyum
Sathru,Thriller,6.0,Naveen Nanjundan,Master Ajithesh,219,2019.0,5.0,7.0,6.0,https://www.imdb.com/find/?q=Sathru
Boomerang,Action,5.6,R. Kannan,Atharvaa Murali,356,2019.0,7.0,6.0,6.2,https://www.imdb.com/find/?q=Boomerang
Thadam,Action,8.2,Magizh Thirumeni,Arun Vijay,3728,2019.0,8.0,6.0,7.4,https://www.imdb.com/find/?q=Thadam
90 ML,Comedy,3.3,Anita Udeep,Oviya,449,2019.0,9.0,8.0,6.766666667,https://www.imdb.com/find/?q=90ML
LKG,Comedy,6.9,Prabhu,RJ Balaji,983,2019.0,8.0,9.0,7.966666667,https://www.imdb.com/find/?q=LKG
Vantha Rajavathaan Varuven,Action,3.7,Sundar C.,T.R. Silambarasan,500,2019.0,9.0,8.0,6.9,https://www.imdb.com/find/?q=VanthaRajavathaanVaruven
Dhilluku Dhuddu 2,Comedy,5.3,Rambala,Santhanam,497,2019.0,7.0,9.0,7.1,https://www.imdb.com/find/?q=DhillukuDhuddu2
Dev,Action,4.8,Rajath Ravishankar,Karthi,724,2019.0,5.0,8.0,5.933333333,https://www.imdb.com/find/?q=Dev
Charlie Chaplin 2,Comedy,3.8,Sakthi Chidambaram,Prabhu Deva,215,2019.0,4.0,7.0,4.933333333,https://www.imdb.com/find/?q=CharlieChaplin2
Petta,Action,7.3,Karthik Subbaraj,Rajinikanth,7545,2019.0,8.0,8.0,7.766666667,https://www.imdb.com/find/?q=Petta
Viswasam,Action,6.7,Siva,Ajith Kumar,5907,2019.0,8.0,9.0,7.9,https://www.imdb.com/find/?q=Viswasam
Soorarai Pottru,Drama,9.1,Sudha Kongara,Suriya,87029,2020.0,9.0,9.0,9.033333333,https://www.imdb.com/find/?q=SooraraiPottru
Master,Action,8.1,Lokesh Kanagaraj,Vijay,120045,2021.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Master
Karnan,Drama,8.2,Mari Selvaraj,Dhanush,55324,2021.0,9.0,8.0,8.366666667,https://www.imdb.com/find/?q=Karnan
Vikram Vedha,Thriller,8.7,Pushkar-Gayathri,Madhavan,95000,2017.0,9.0,8.5,8.733333333,https://www.imdb.com/find/?q=VikramVedha
Kaala,Action,7.2,Pa. Ranjith,Rajinikanth,87045,2018.0,8.0,7.5,7.566666667,https://www.imdb.com/find/?q=Kaala
Visaranai,Crime,8.5,Vetrimaaran,Dinesh,42035,2016.0,7.0,8.0,7.833333333,https://www.imdb.com/find/?q=Visaranai
Asuran,Drama,8.6,Vetrimaaran,Dhanush,64092,2019.0,9.0,8.5,8.7,https://www.imdb.com/find/?q=Asuran
96,Romance,8.6,C. Prem Kumar,Vijay Sethupathi,76094,2018.0,9.0,8.5,8.7,https://www.imdb.com/find/?q=96
Aruvi,Drama,8.7,Arun Prabu Purushothaman,Aditi Balan,35087,2017.0,8.0,8.5,8.566666667,https://www.imdb.com/find/?q=Aruvi
Super Deluxe,Drama,8.4,Thiagarajan Kumararaja,Vijay Sethupathi,78529,2019.0,9.0,8.5,8.666666667,https://www.imdb.com/find/?q=SuperDeluxe
Kabali,Action,6.9,Pa. Ranjith,Rajinikanth,97029,2016.0,7.0,7.0,6.966666667,https://www.imdb.com/find/?q=Kabali
Mersal,Action,7.8,Atlee,Vijay,102094,2017.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=Mersal
Petta,Action,7.3,Karthik Subbaraj,Rajinikanth,85423,2019.0,8.0,7.5,7.6,https://www.imdb.com/find/?q=Petta
Baasha,Action,8.3,Suresh Krissna,Rajinikanth,78954,1995.0,9.0,8.5,8.6,https://www.imdb.com/find/?q=Baasha
Thuppakki,Action,8.1,A.R. Murugadoss,Vijay,120094,2012.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Thuppakki
Ghilli,Action,8.0,Dharani,Vijay,90529,2004.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Ghilli
Anniyan,Thriller,8.3,Shankar,Vikram,87502,2005.0,9.0,8.5,8.6,https://www.imdb.com/find/?q=Anniyan
Theri,Action,7.4,Atlee,Vijay,100029,2016.0,8.0,7.5,7.633333333,https://www.imdb.com/find/?q=Theri
Kanaa,Drama,8.3,Arunraja Kamaraj,Aishwarya Rajesh,50294,2018.0,8.0,8.5,8.266666667,https://www.imdb.com/find/?q=Kanaa
Vikram,Thriller,8.1,Lokesh Kanagaraj,Kamal Haasan,90254,2022.0,9.0,8.5,8.533333333,https://www.imdb.com/find/?q=Vikram
Nayakan,Crime,8.6,Mani Ratnam,Kamal Haasan,85201,1987.0,9.0,8.5,8.7,https://www.imdb.com/find/?q=Nayakan
Mahanadhi,Drama,8.5,Santhana Bharathi,Kamal Haasan,45239,1994.0,9.0,8.5,8.666666667,https://www.imdb.com/find/?q=Mahanadhi
Alaipayuthey,Romance,8.3,Mani Ratnam,Madhavan,78352,2000.0,8.0,8.5,8.266666667,https://www.imdb.com/find/?q=Alaipayuthey
Roja,Drama,8.1,Mani Ratnam,Arvind Swami,78592,1992.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Roja
Bombay,Drama,8.1,Mani Ratnam,Arvind Swami,74529,1995.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Bombay
Indian,Action,8.4,Shankar,Kamal Haasan,89201,1996.0,9.0,8.5,8.633333333,https://www.imdb.com/find/?q=Indian
Padayappa,Action,8.0,K.S. Ravikumar,Rajinikanth,95029,1999.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Padayappa
Sivaji,Action,7.5,Shankar,Rajinikanth,102934,2007.0,8.0,7.5,7.666666667,https://www.imdb.com/find/?q=Sivaji
Chandramukhi,Horror,7.9,P. Vasu,Rajinikanth,82940,2005.0,8.0,8.0,7.966666667,https://www.imdb.com/find/?q=Chandramukhi
Iruvar,Drama,8.4,Mani Ratnam,Mohanlal,60542,1997.0,9.0,8.5,8.633333333,https://www.imdb.com/find/?q=Iruvar
Mouna Ragam,Romance,8.6,Mani Ratnam,Mohan,70239,1986.0,8.0,8.5,8.366666667,https://www.imdb.com/find/?q=MounaRagam
Ayan,Action,7.8,K.V. Anand,Suriya,89230,2009.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=Ayan
Ghajini,Thriller,7.5,A.R. Murugadoss,Suriya,85492,2005.0,8.0,7.5,7.666666667,https://www.imdb.com/find/?q=Ghajini
Singam,Action,6.9,Hari,Suriya,103059,2010.0,7.0,7.0,6.966666667,https://www.imdb.com/find/?q=Singam
Vel,Action,7.2,Hari,Suriya,75294,2007.0,8.0,7.5,7.566666667,https://www.imdb.com/find/?q=Vel
Vaaranam Aayiram,Drama,8.2,Gautham Menon,Suriya,78230,2008.0,9.0,8.5,8.566666667,https://www.imdb.com/find/?q=VaaranamAayiram
Ayirathil Oruvan,Adventure,7.8,Selvaraghavan,Karthi,63420,2010.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=AyirathilOruvan
Paruthiveeran,Drama,8.2,Ameer Sultan,Karthi,64059,2007.0,9.0,8.5,8.566666667,https://www.imdb.com/find/?q=Paruthiveeran
Siruthai,Action,6.8,Siva,Karthi,74020,2011.0,7.0,7.0,6.933333333,https://www.imdb.com/find/?q=Siruthai
Madras,Drama,8.3,Pa. Ranjith,Karthi,50394,2014.0,9.0,8.5,8.6,https://www.imdb.com/find/?q=Madras
Kaithi,Action,8.5,Lokesh Kanagaraj,Karthi,79029,2019.0,9.0,8.5,8.666666667,https://www.imdb.com/find/?q=Kaithi
Naan Mahaan Alla,Drama,7.8,Suseenthiran,Karthi,60539,2010.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=NaanMahaanAlla
Ratsasan,Thriller,8.6,Ram Kumar,Vishnu Vishal,93042,2018.0,9.0,8.5,8.7,https://www.imdb.com/find/?q=Ratsasan
Vikram Vedha,Thriller,8.7,Pushkar-Gayathri,Vijay Sethupathi,95000,2017.0,9.0,8.5,8.733333333,https://www.imdb.com/find/?q=VikramVedha
Pizza,Horror,8.0,Karthik Subbaraj,Vijay Sethupathi,68294,2012.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Pizza
Soodhu Kavvum,Comedy,8.3,Nalan Kumarasamy,Vijay Sethupathi,70349,2013.0,8.0,8.5,8.266666667,https://www.imdb.com/find/?q=SoodhuKavvum
Pannaiyarum Padminiyum,Drama,7.8,Arun Kumar,Vijay Sethupathi,34230,2014.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=PannaiyarumPadminiyum
Iraivi,Drama,8.1,Karthik Subbaraj,Vijay Sethupathi,50249,2016.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Iraivi
Kadhalum Kadanthu Pogum,Romance,7.7,Nalan Kumarasamy,Vijay Sethupathi,53429,2016.0,8.0,8.0,7.9,https://www.imdb.com/find/?q=KadhalumKadanthuPogum
Dharmadurai,Drama,7.7,Seenu Ramasamy,Vijay Sethupathi,45940,2016.0,8.0,8.0,7.9,https://www.imdb.com/find/?q=Dharmadurai
Taramani,Drama,7.6,Ram,Andrea Jeremiah,32040,2017.0,7.0,7.5,7.366666667,https://www.imdb.com/find/?q=Taramani
Enthiran,Sci-Fi,7.1,Shankar,Rajinikanth,120429,2010.0,8.0,7.5,7.533333333,https://www.imdb.com/find/?q=Enthiran
Lingaa,Action,5.9,K.S. Ravikumar,Rajinikanth,70249,2014.0,7.0,6.5,6.466666667,https://www.imdb.com/find/?q=Lingaa
Darbar,Action,6.5,A.R. Murugadoss,Rajinikanth,85420,,,,,https://www.imdb.com/find/?q=Darbar
Thalapathi,Drama,8.7,Mani Ratnam,Rajinikanth,76023,1991.0,9.0,8.5,8.733333333,https://www.imdb.com/find/?q=Thalapathi
Muthu,Comedy,8.1,K.S. Ravikumar,Rajinikanth,70294,1995.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Muthu
Arunachalam,Drama,7.5,Sundar C,Rajinikanth,63230,1997.0,7.0,7.5,7.333333333,https://www.imdb.com/find/?q=Arunachalam
Darbar,Action,6.5,A.R. Murugadoss,Rajinikanth,85420,2020.0,7.0,7.0,6.833333333,https://www.imdb.com/find/?q=Darbar
Annaatthe,Action,4.7,Siva,Rajinikanth,95030,2021.0,6.0,5.0,5.233333333,https://www.imdb.com/find/?q=Annaatthe
Kaaviya Thalaivan,Drama,7.9,Vasanthabalan,Siddharth,50293,2014.0,8.0,8.0,7.966666667,https://www.imdb.com/find/?q=KaaviyaThalaivan
Jigarthanda,Action,8.3,Karthik Subbaraj,Siddharth,72049,2014.0,8.0,8.5,8.266666667,https://www.imdb.com/find/?q=Jigarthanda
Maanagaram,Thriller,8.1,Lokesh Kanagaraj,Sundeep Kishan,60293,2017.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=Maanagaram
Indru Netru Naalai,Sci-Fi,8.0,R. Ravikumar,Vishnu Vishal,49234,2015.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=IndruNetruNaalai
Velaiilla Pattadhari,Drama,7.9,Velraj,Dhanush,74230,2014.0,8.0,8.0,7.966666667,https://www.imdb.com/find/?q=VelaiillaPattadhari
Raanjhanaa,Romance,7.6,Anand L. Rai,Dhanush,100049,2013.0,8.0,7.5,7.7,https://www.imdb.com/find/?q=Raanjhanaa
Kodi,Thriller,7.0,R.S. Durai Senthilkumar,Dhanush,54020,2016.0,8.0,7.0,7.333333333,https://www.imdb.com/find/?q=Kodi
Pudhupettai,Drama,8.5,Selvaraghavan,Dhanush,45020,2006.0,9.0,8.5,8.666666667,https://www.imdb.com/find/?q=Pudhupettai
Mayakkam Enna,Drama,8.0,Selvaraghavan,Dhanush,42392,2011.0,9.0,8.0,8.333333333,https://www.imdb.com/find/?q=MayakkamEnna
Vada Chennai,Crime,8.5,Vetrimaaran,Dhanush,67320,2018.0,9.0,8.5,8.666666667,https://www.imdb.com/find/?q=VadaChennai
Polladhavan,Action,7.7,Vetrimaaran,Dhanush,50929,2007.0,8.0,8.0,7.9,https://www.imdb.com/find/?q=Polladhavan
Maryan,Drama,7.3,Bharat Bala,Dhanush,31239,2013.0,8.0,7.5,7.6,https://www.imdb.com/find/?q=Maryan
Yennai Arindhaal,Action,7.4,Gautham Menon,Ajith Kumar,89520,2015.0,8.0,7.5,7.633333333,https://www.imdb.com/find/?q=YennaiArindhaal
Mankatha,Action,7.7,Venkat Prabhu,Ajith Kumar,102394,2011.0,8.0,8.0,7.9,https://www.imdb.com/find/?q=Mankatha
Viswasam,Drama,6.9,Siva,Ajith Kumar,85439,2019.0,8.0,7.0,7.3,https://www.imdb.com/find/?q=Viswasam
Vedalam,Action,6.7,Siva,Ajith Kumar,78302,2015.0,8.0,7.0,7.233333333,https://www.imdb.com/find/?q=Vedalam
Veeram,Action,7.4,Siva,Ajith Kumar,74203,2014.0,8.0,7.5,7.633333333,https://www.imdb.com/find/?q=Veeram
Billa,Action,7.5,Vishnuvardhan,Ajith Kumar,69239,2007.0,8.0,7.5,7.666666667,https://www.imdb.com/find/?q=Billa
Mugavaree,Romance,7.8,V. Z. Durai,Ajith Kumar,49230,2000.0,8.0,8.0,7.933333333,https://www.imdb.com/find/?q=Mugavaree
Varalaru,Action,7.2,K.S. Ravikumar,Ajith Kumar,75402,2006.0,8.0,7.5,7.566666667,https://www.imdb.com/find/?q=Varalaru
Nerkonda Paarvai,Drama,8.2,H. Vinoth,Ajith Kumar,82049,2019.0,8.0,8.5,8.233333333,https://www.imdb.com/find/?q=NerkondaPaarvai
Ayutha Ezhuthu,Drama,8.1,Mani Ratnam,Suriya,70349,2004.0,8.0,8.0,8.033333333,https://www.imdb.com/find/?q=AyuthaEzhuthu
7aum Arivu,Sci-Fi,6.5,A.R. Murugadoss,Suriya,97302,2011.0,7.0,7.0,6.833333333,https://www.imdb.com/find/?q=7aumArivu
24,Sci-Fi,7.9,Vikram K. Kumar,Suriya,65430,2016.0,8.0,8.0,7.966666667,https://www.imdb.com/find/?q=24
